--
000000000
0000027W
0000046W
0000078W
0000271 A
0000956W
0001058W
0001106W
0001820W
0002001W
0002218W
0002297W
0002345W
0002449W
0002551W
0002840W
0002956W
0003003W
0003090W
0003475W
0003673W
0004260W
0004261W
0004402 A
0010087 A
0012727 A
0013408 A
0013909F
0015170 B
0016858 A
0018632 A
0018713 B
0019367 A
0019681F
0019682F
0020817 B
0021582F
0021583F
0023281F
0024071 A
0024453 A
0026371 A
0026948F
0027334 B
0030379 A
0032806 A
003283 TA
003284 TA
003285 TA
003286 TA
0034766F
0034832F
0034833F
0034989 B
0036470 A
0037542 A
0038409 A
0038410 A
0039377 A
0039863 A
0040009F
0040260F
0040261F
0041284 B
0041390 B
0041405 A
0041535 A
0041886F
0043525F
0043551F
0043969 A
004451TA
004452TA
004453TA
004454TA
0046888 A
0047235 A
0049804 A
0050231 A
0050534 A
0050535 A
0050536 A
0051262 A
0051525 B
0051648 A
0052167 A
0052168 A
0053451 B
005418 TA
005419 TA
005421 TA
0054257 B
0054351 A
0054352 A
0054768 A
0055076 A
0055406 A
0056149 A
0056365 A
0056366 A
0056367 A
0056773 B
0056775 B
0059935 A
0061064 A
0063329 B
0063400 B
0063734 B
0064226 B
0064764 A
006945 TA
006946 TA
0070827 A
0071736 A
0073446 B
0073928 B
0074160 B
007521 TA
007522 TA
007523 TA
007524 TA
007525 TA
0075489 A
0076459 A
0077400 A
0080440 A
0081626 A
0081863 A
0082108 A
0082111 A
0082112 A
0082113 A
0082422 A
008265 TA
008266 TA
0084337 A
0087135 A
0087743 A
0088238 B
0088418 B
0088838 A
0089910 A
0090140 B
0093395 A
0093486 A
0095507 B
0095508 B
0097035 A
0098406 A
0098407 A
0100491 A
0100500 A
0101280X
0101281X
0101314X
0101315X
0101316X
0101326 B
0101506X
0101822X
0102663 A
0103164X
0103822X
0103967 B
0104237X
0104900 B
0105791X
0106224X
0106227X
0106315 B
010770 TA
010772 TA
010773 TA
010774 TA
010775 TA
0108774X
0108927 B
0109061X
0109484X
0111053 A
0111665 B
0111845 A
0111888 B
0112000X
0112053X
0112054X
0112175X
0112891 B
0112899X
0112987 B
0113425 A
0113628X
0114409 A
0114593 B
0114722X
0114723X
0114969 B
0115014X
0116300X
0116951 B
0117041X
0117433X
0117434X
0119104X
011946 TA
011947 TA
011948 TA
0119801 A
011996 TA
011997 TA
011998 TA
0120009 B
0122362 B
0122807 A
0123343 B
0125592 B
0126920 B
0127593 A
0127657 B
0127659 B
0127840X
0129151 B
0130482 B
0130771F
01310454
0131658 B
0132379 B
0132805 B
013769 TA
013860 TA
013861 TA
0140396 B
0140397 B
0141251 A
0141252 A
0142348 A
0142651 A
0145881X
0147633 B
0147739 B
0147849X
0147890X
0147925 B
0149405X
0149880X
0149912X
0150647X
0151783F
0152111X
0152463X
0152500 A
0152796 A
0153485X
0153572X
0153731X
015383 TA
015384 TA
0153969X
0153985 B
0154519X
0154737X
0154772X
0155872 B
0155873 B
0155926 B
0156076 B
0156116X
0156452X
0156647X
0156798X
0157549X
0157864X
0158495X
015877 TA
015878 TA
0159122 B
016012 TA
016013 TA
016014 TA
016017 TA
0160295X
016188 TA
0162996 A
0163505 B
0163922X
0164514X
0164823X
0165289X
0166415X
0166766X
0167144X
0167707X
0168000 A
016970 TA
016971 TA
0169829X
0170045X
0170046X
0171219 A
0171739X
0171832 A
0171982X
0172101X
0172249 A
0172416X
0172470X
0172491 A
0173753X
0173922 B
0173976X
0174815 B
0175356 B
0175918F
0176424X
0177085X
0177088X
0177341X
0177343X
0177344X
0177593 B
0177880 B
0177894X
017825 TA
017826 TA
0178348X
0179589 A
0179606X
0179849F
0180214 B
0180343X
0180470 A
0181109X
0182113X
0182114X
0182183X
0182385 A
0182400X
0182463 B
0182464 B
018380 TA
018381 TA
018382 TA
018383 TA
0184430X
018456 TA
018457 TA
0185312X
0185597X
0185903 A
0185905 A
0186089 A
0186447X
0187315X
0187319X
018760
018762 TA
018764 TA
0188131X
0188648X
0189004X
0189737X
0189965 B
0190948 A
0191779X
0191866X
0191867X
0193282X
019344 TA
019347 TA
0193479X
0194305 A
0195904 A
019593 TA
019594 TA
019595 TA
019596 TA
019597 TA
0195982X
0196247X
0196248X
0196262X
019632 TA
019633 TA
0196853X
0197232X
0198034 A
0198253X
0198254X
0198848X
0200163X
0200257 A
0200833 B
0200928X
0201908X
0203104X
0204712 B
0205022X
0205109X
0206369X
0206528X
0206539X
0206540X
0206541X
0206542X
0206543X
0207007X
0207552X
0207553X
0207554X
0208055X
0208241X
0208552 B
0208553 B
0208950X
0210014 B
0210015 B
0210016 B
0210017 B
0210319X
0211342X
0211661 B
021177 TA
021178 TA
0213159X
021419 TA
021420 TA
021421 TA
0214309X
0214310X
0214586X
0214681X
0215217 A
0215218 A
0215865 A
0216190 A
0216516X
0216945X
0216948X
0218950F
0219262 B
0219523X
0220230X
0221041 A
0221756 B
0222136X
0222651X
0223034X
0223286X
0223380 A
0223430 A
0223606X
0224502 B
0224844X
0225529X
0226599X
0227009 A
0227010 A
0227360X
0227409 A
0227492X
0228951 B
0228952 B
0229603X
0229897X
0230153X
0230793X
023099 TA
023100 TA
0231477X
0231478X
0231945X
0232152 A
0232170 A
0232235X
0232251X
0232262X
0232916X
0233874 A
023423 TA
023482 TA
023483 TA
023484 TA
0236371 B
0236372 B
0236373 B
0237434X
0237578 B
0237781X
0237799X
0237916 B
0238640X
0239524X
0242629X
0242936X
024445 TA
025145 TA
025147 TA
025148 TA
025149 TA
025150 TA
025395 TA
0262363F
0262715F
0265005F
0265006F
0265007F
0265328F
0265359X
0265467F
0265575F
0266656X
0266859X
026711 TA
026712 TA
026713 TA
026714 TA
0267167F
0267803X
0268226X
0268364F
0268717X
0269282X
0270388 A
0271419X
0271715X
0272233X
0272328F
0272329F
0272345F
0272346F
0272347F
0272348F
0273132X
0274605 B
0275111X
0275385B
0275860X
0276409X
0276611 A
027663 TA
027664 TA
027665 TA
027666 TA
0276692X
0277755 B
0278231X
0278232X
0278668X
0278748X
0278860F
0278875F
0278900F
0279280X
0279549X
0280028 B
0280119F
0280161X
0280162X
0280410F
0280411F
0280426X
0280562F
0280727X
0281006F
0281007F
0281090 B
0281294 A
0281430X
0281591X
0282147X
028237 TA
028238 TA
028239 TA
028240 TA
0282594X
0282739X
0283148 B
0283364X
0283605X
0283630 B
0283699 B
0283897X
0284558X
0284869B
0285009 A
0285010 A
0285056F
0285916X
0286387F
0286607X
0286608X
0287058F
0287618F
0288535X
0288803F
0288894X
0288916X
0289454X
0289854X
0290080F
0290267F
0290596X
0290794X
0291208X
0291209X
0291365X
0291486X
0291493 B
0291614 B
0292032 A
0292033 A
0292770X
0292811 B
0293590X
0293803F
0293981X
0294000F
0294048B
0294855X
0295012X
0295070X
0295613 B
0295766X
0296256X
0296630 B
0296967F
0297008F
0297009F
0298035X
0298629 A
0299090 B
0299125 A
0299413X
030012 TA
0300170X
0300294X
0301228X
0301229X
0301233X
030190 TA
030191 TA
030192 TA
0302530X
0302713X
0303102X
0303255F
0303290X
0303818X
0303819X
0303820X
0303821X
0304087X
0304235X
0304420X
0304800X
0305075F
0305344 B
0306181F
0306182F
0306230 A
0306669X
0307088X
0307186X
0307218X
0307426X
0307458F
0307459F
0307540X
0307766 B
0308803X
0308804X
0308992 A
0309402F
0309403F
0309521F
0309522F
0309856X
0309920X
031012 TA
031013 TA
031014 TA
031015 TA
0310247X
0310401F
0310480F
0310970X
0311064X
0311065X
0311095F
0311404F
0311595F
0312679X
0313064X
0313087X
0313126F
0313182X
0313355F
031345 TA
031346 TA
0313462X
0313463X
0313526F
0313562X
0313794F
0313795F
0314323X
0314937X
0315022X
0315654F
0315656F
0316150X
0316185F
031665 TA
031666 TA
031667 TA
031668 TA
0316712F
0316763X
0317237 A
0317256X
0317587X
0317601 A
0317931X
0318472F
0318569X
0318957X
0319060F
0319119 B
0319159F
0319279 B
0319359F
0319711F
0319803X
0319908F
0319917X
0320097F
0320319 A
0320360F
0321681 A
0322109 A
032218 TA
032219 TA
032220 TA
032221 TA
032222 TA
0322493X
0323314X
0323315X
0323681X
0323959X
032410TA
0324261 B
0324517X
0324579X
0324931 A
0325033 A
0325186X
0325371 A
0325372 A
0325372X
0325839X
0325840X
0325892X
0326024X
0326529X
0327021X
0327152 B
0327673X
0328487X
0328498X
0328641X
0329253X
0329422X
0329745X
0330094X
0330194X
0330281X
0330503X
0330525X
0331020 B
033154 TA
033155 TA
0331552 B
0331553 B
033156 TA
0332073X
0332074X
0332403X
033250 TA
033251 TA
0333009F
0333042X
0333190 B
0333191 B
0333215F
0333381X
0333382X
0333383X
0333384X
0333385X
0333386X
0333785X
0334165 A
0334166 A
0334167 A
0334626 A
0334627 A
0334710X
0334732 B
0334976X
0335176F
0335177F
0335178F
0335179F
0335694X
0336083 A
0336105X
0336856X
0336889X
0338777F
0338778F
0338827 B
0338839F
0338840F
0339888X
0340439 A
0340592X
0340731X
0340743 B
0340789X
0340790X
0341210 A
0341869 A
0341915X
0341943 B
0342479X
0342717 B
0342718 B
0342899 B
0343845F
0344969X
0345047 A
0345384 B
0346973 A
0348091 A
0348092 A
035072 TA
035073 TA
035074 TA
0351465 A
0352862 B
0354744 A
0354951 A
0355007 B
035647 TA
0359895 A
0360088 A
0360695 B
0362888 A
0363311 B
0363312 B
0363361 A
0364089 Z
0364104 B
0367160 B
0367774 A
0371783 B
0374584 A
0374585 A
0378155 A
0378355 A
0378356 A
0378357 A
0379790 A
0380290 A
0380408 B
0380409 B
0381980 A
038205 TA
038206 TA
0382848 A
0384367 B
0384368 B
0384961 A
0391413 B
0393194 A
0393195 A
0393722 A
0393723 A
0395991 A
0396055 B
0396069 A
0396070 A
039838 TA
0401112 B
0401639 A
0401959X
0403421 A
0404887 A
0405851 A
0406126 B
0407076 B
0407278 B
0408323X
0408324X
0408325X
0409023X
0411793 A
0412339 B
0413182 B
0413282 B
0414956 A
0415139 B
0415140 B
0415142 B
0415611 B
0415661F
0415662F
0415663F
0415686F
0416392 A
041689 TA
0418186 B
0418187 B
0418510F
0419590 B
0419728 B
0422508 A
0422509 A
0422510 A
0423610 A
0423611 A
0424483 B
0426727 B
0427962 B
0427963 B
0428112 A
0429138 B
0429978 A
0431794 B
0433441 A
0435161 A
0435232F
0436376 A
0436913 A
0437776 B
0437838 A
0438527 B
0439181 B
0443312 A
0444727 B
0444756 B
044800 TA
044833 TA
0448854F
0448931 B
0448932 B
0451910 A
0451911 A
0452146 B
0452689 B
0453783 A
0453784 A
0455957 B
0456703 B
0457325 A
0460462 B
0462082 B
0462811 B
0466179 B
0467405 B
0469226 A
0469742 B
0470171 A
0470172 A
0470173 A
0470174 A
0470175 A
0470890 B
0471187 A
0471188 A
0471189 A
0472322F
0472323F
0472324F
0472981F
0473360 A
0475408F
0475409F
0476087 A
0476390F
0476498 B
0477004 B
0477163F
0477555 B
0477556 B
0477606 B
0478251 A
0480037F
0480307F
048474TA
048475TA
048476TA
0486360F
0486640F
0488817F
0488818F
0490437F
0491813F
049249TA
049250TA
049251TA
049252TA
0495055F
0500205 A
0500206 A
0500207 A
0500208 A
0500209 A
0500210 A
0501477F
0501479F
0503636 A
0503977 A
0504197 A
0504336 A
0505160F
0505796 A
0506425 B
0508851 A
0509323 B
0509373 B
0510002F
0510371 A
0510814 B
0511192 A
0511552 A
0511553 A
0511554 A
0511555 A
0511556 A
0511557 A
0511558 A
0511599 B
0514746F
0514747F
0514839F
0514840F
0514841F
0514842F
0514843F
0515352 A
0515353 A
0515726F
0516832 B
051692TA
0517765 A
0519125 A
0520324F
0524096 B
0524821 B
0524822 B
052490 TA
052491 TA
052492 TA
0526043F
0526413F
052965TA
0533394 A
0533395 A
0536742F
0538755 B
053983 TA
0543491 B
0543492 B
0544841 B
0545567 A
0545992 B
0545993 B
0547754 B
0548765 A
0549348 B
0549351 A
0552242 A
0552243 A
0552726 B
0552850F
0555106 A
0555289 B
0556085 A
0556086 A
0557062F
0559289 B
0559489 B
0560803 B
0560980 B
0560981 B
0561890 B
0561891 B
0563170 B
0563593 A
0564468 A
0565476 A
0568291 B
0568335 A
0568336 A
0568337 A
0568338 A
0568454 B
0568935 A
0569214 A
0570098 A
0570142 B
0570251 A
0570252 A
0570254 B
0570822 A
0570823 A
0572969 B
0573293 A
0573734 B
0574177F
0574349F
0574459F
0574706 B
0574707 B
0574708 B
0575094 B
0575385F
0575632 A
0577185F
0577733 A
0577734 A
0579142 A
0579350 A
0579861 A
0580402 B
0580700 B
0580906 B
0581264 A
0581265 A
0581266 A
0581810 A
0582389 B
0582662F
0582784F
0582785F
058298TA
058299TA
0583233F
0583426F
0584204 B
058501TA
0586730 A
0589115 B
0589259 A
0590187 A
0590227 A
0591857F
0593626 B
0598317 A
0600241 B
0601965 A
0601966 A
0602425 A
0605904 A
0605905 A
0606385 B
0607608F
0610202 A
0610203 A
0613234 A
0613403F
0614464 A
0614913 B
0616385 B
0616510 B
0616511 B
0617672 A
0618306 A
0619861 B
0619862 B
